rank,wave,class,sourceKey,commercial tier,tier why,country deficiency,priority,country,destination,category,required subject,required composition,widest display px,action,acquisition route,cost band,canonical asset id,current reference,replacement filename,pages,hero on,first page,why,current provider,current photographer,current source
347,"W5 commission, remainder",SIGNATURE,pexels:10327666,4,no price attached,67%,P1,algeria,,hero,the dunes of the Grand Erg Oriental in southern Algeria at low sun,16/9 and 4/3,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000874,https://images.pexels.com/photos/10327666/pexels-photo-10327666.jpeg,algeria/hero/the-dunes-of-the-grand-erg-oriental-in-southern-algeria-at-low-sun.avif,2,/tourism/algeria.html,/tourism/algeria.html,"the provider calls it ""piles of rocks in sandy desert""",pexels,Djamel Ramdani,https://www.pexels.com/photo/piles-of-rocks-in-sandy-desert-10327666/
348,"W5 commission, remainder",SIGNATURE,pexels:38307877,4,no price attached,67%,P1,mali,,hero,"the mud-brick Great Mosque of Djenne with its wooden toron beams, Mali",4/3 and 16/9,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000875,https://images.pexels.com/photos/38307877/pexels-photo-38307877.jpeg,mali/hero/the-mud-brick-great-mosque-of-djenne-with-its-wooden-toron-beams-mali.avif,2,/tourism/mali.html,/tourism/index.html,relevance 2.5,pexels,mg shotz,https://www.pexels.com/photo/vibrant-mosque-architecture-in-kano-nigeria-38307877/
349,"W5 commission, remainder",SIGNATURE,pexels:14260224,4,no price attached,67%,P1,mozambique,,hero,"a dhow sailing off a Mozambican island at sunrise, Mozambique",4/3 and 16/9,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000876,https://images.pexels.com/photos/14260224/pexels-photo-14260224.jpeg,mozambique/hero/a-dhow-sailing-off-a-mozambican-island-at-sunrise-mozambique.avif,2,/tourism/mozambique.html,/tourism/index.html,"the provider calls it ""a man on a sailboat""",pexels,Wendelin Jacober,https://www.pexels.com/photo/a-man-on-a-sailboat-14260224/
350,"W5 commission, remainder",SIGNATURE,pexels:37963275,4,no price attached,67%,P1,niger,,hero,"the empty dune field of the Tenere desert under a low sun, Niger",4/3 and 16/9,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000877,https://images.pexels.com/photos/37963275/pexels-photo-37963275.jpeg,niger/hero/the-empty-dune-field-of-the-tenere-desert-under-a-low-sun-niger.avif,2,/tourism/niger.html,/tourism/index.html,relevance 2.4,pexels,LekePOV,https://www.pexels.com/photo/desert-rider-on-a-decorated-horse-in-arid-landscape-37963275/
351,"W5 commission, remainder",SIGNATURE,pexels:6729748,4,no price attached,65%,P1,benin,,hero,"stilt houses and pirogues in the lake village of Ganvie, Benin",16/9 and 4/3,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000878,https://images.pexels.com/photos/6729748/pexels-photo-6729748.jpeg,benin/hero/stilt-houses-and-pirogues-in-the-lake-village-of-ganvie-benin.avif,2,/tourism/benin.html,/tourism/benin.html,"the provider calls it ""boy and woman in hat in wooden sail boat""",pexels,Kenza Loussouarn,https://www.pexels.com/photo/boy-and-woman-in-hat-in-wooden-sail-boat-6729748/
352,"W5 commission, remainder",SIGNATURE,pexels:8257899,4,no price attached,63%,P1,chad,,hero,"a large herd of elephants moving across floodplain in Zakouma, Chad",16/9 and 4/3,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000879,https://images.pexels.com/photos/8257899/pexels-photo-8257899.jpeg,chad/hero/a-large-herd-of-elephants-moving-across-floodplain-in-zakouma-chad.avif,2,/tourism/chad.html,/tourism/chad.html,"relevance 2.5; the provider calls it ""a man with a stick near water buffaloes""",pexels,Quang Nguyen Vinh,https://www.pexels.com/photo/a-man-with-a-stick-near-water-buffaloes-8257899/
353,"W5 commission, remainder",SIGNATURE,pexels:19964438,4,no price attached,62%,P1,equatorial-guinea,,hero,"the forested volcanic cone of Bioko rising above the sea, Equatorial Guinea",16/9 and 4/3,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000880,https://images.pexels.com/photos/19964438/pexels-photo-19964438.jpeg,equatorial-guinea/hero/the-forested-volcanic-cone-of-bioko-rising-above-the-sea-equatorial-gu.avif,2,/tourism/equatorial-guinea.html,/tourism/equatorial-guinea.html,"relevance 3.0; the provider calls it ""clear sky over rocky hill""",pexels,leo soto,https://www.pexels.com/photo/clear-sky-over-rocky-hill-19964438/
354,"W5 commission, remainder",SIGNATURE,pexels:18018667,4,no price attached,59%,P1,sudan,,hero,"the Nubian pyramids of Meroe standing on desert dunes, Sudan",4/3 and 16/9,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000881,https://images.pexels.com/photos/18018667/pexels-photo-18018667.jpeg,sudan/hero/the-nubian-pyramids-of-meroe-standing-on-desert-dunes-sudan.avif,2,/tourism/sudan.html,/tourism/index.html,"the provider calls it ""beautiful palm tree sunset""",pexels,Moaz Tobok,https://www.pexels.com/photo/beautiful-palm-tree-sunset-18018667/
355,"W5 commission, remainder",SIGNATURE,pexels:5118570,4,no price attached,58%,P1,liberia,,hero,"closed rainforest canopy and a river in Sapo National Park, Liberia",4/3 and 16/9,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000882,https://images.pexels.com/photos/5118570/pexels-photo-5118570.jpeg,liberia/hero/closed-rainforest-canopy-and-a-river-in-sapo-national-park-liberia.avif,2,/tourism/liberia.html,/tourism/index.html,"the provider calls it ""wooden pathway and tall trees""",pexels,Quang Nguyen Vinh,https://www.pexels.com/photo/wooden-pathway-and-tall-trees-5118570/
356,"W5 commission, remainder",SIGNATURE,pexels:7744992,4,no price attached,58%,P1,mauritius,,hero,"the mountain of Le Morne rising above the lagoon, Mauritius",4/3 and 16/9,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000883,https://images.pexels.com/photos/7744992/pexels-photo-7744992.jpeg,mauritius/hero/the-mountain-of-le-morne-rising-above-the-lagoon-mauritius.avif,2,/tourism/mauritius.html,/tourism/index.html,"the provider calls it ""green island in the middle of ocean""",pexels,Dominik Ruhl,https://www.pexels.com/photo/green-island-in-the-middle-of-ocean-7744992/
357,"W5 commission, remainder",SIGNATURE,pexels:16226084,4,no price attached,56%,P1,central-african-republic,,hero,"forest elephants gathered at the Dzanga Bai clearing, Central African Republic",16/9 and 4/3,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000884,https://images.pexels.com/photos/16226084/pexels-photo-16226084.jpeg,central-african-republic/hero/forest-elephants-gathered-at-the-dzanga-bai-clearing-central-african-r.avif,2,/tourism/central-african-republic.html,/tourism/central-african-republic.html,"relevance 2.5; the provider calls it ""wooden barn in a jungle""",pexels,David Iloba,https://www.pexels.com/photo/wooden-barn-in-a-jungle-16226084/
358,"W5 commission, remainder",SIGNATURE,pexels:34364085,4,no price attached,54%,P1,cabo-verde,,hero,"the cone of Pico do Fogo rising inside its caldera, Cabo Verde",16/9 and 4/3,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000885,https://images.pexels.com/photos/34364085/pexels-photo-34364085.jpeg,cabo-verde/hero/the-cone-of-pico-do-fogo-rising-inside-its-caldera-cabo-verde.avif,2,/tourism/cabo-verde.html,/tourism/cabo-verde.html,relevance 2.5,pexels,Francesco Ungaro,https://www.pexels.com/photo/sunset-view-of-majestic-pico-mountain-34364085/
359,"W5 commission, remainder",SIGNATURE,pexels:33621869,4,no price attached,54%,P1,eswatini,,hero,"the Ezulwini valley with granite hills on both sides, Eswatini",16/9 and 4/3,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000886,https://images.pexels.com/photos/33621869/pexels-photo-33621869.jpeg,eswatini/hero/the-ezulwini-valley-with-granite-hills-on-both-sides-eswatini.avif,2,/tourism/eswatini.html,/tourism/eswatini.html,"the provider calls it ""aerial view of phola township mpumalanga""",pexels,K,https://www.pexels.com/photo/aerial-view-of-phola-township-mpumalanga-33621869/
360,"W5 commission, remainder",SIGNATURE,pexels:24864281,4,no price attached,52%,P1,gabon,,hero,"forest elephants on the beach at Loango National Park, Gabon",16/9 and 4/3,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000887,https://images.pexels.com/photos/24864281/pexels-photo-24864281.jpeg,gabon/hero/forest-elephants-on-the-beach-at-loango-national-park-gabon.avif,2,/tourism/gabon.html,/tourism/gabon.html,relevance 2.4,pexels,Giovana Lhopi,https://www.pexels.com/photo/dirt-road-in-a-forest-at-sunset-24864281/
361,"W5 commission, remainder",SIGNATURE,pexels:6786048,4,no price attached,52%,P1,madagascar,,hero,"the avenue of baobabs at Morondava at sunset, Madagascar",4/3 and 16/9,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000888,https://images.pexels.com/photos/6786048/pexels-photo-6786048.jpeg,madagascar/hero/the-avenue-of-baobabs-at-morondava-at-sunset-madagascar.avif,2,/tourism/madagascar.html,/tourism/index.html,"relevance 2.5; the provider calls it ""silhouette of a girl walking on water with fish net""",pexels,Ritz John Cao Ortega,https://www.pexels.com/photo/silhouette-of-a-girl-walking-on-water-with-fish-net-6786048/
362,"W5 commission, remainder",SIGNATURE,pexels:18030919,4,no price attached,52%,P1,mauritania,,hero,the iron ore train crossing the Sahara at sunset in Mauritania,4/3 and 16/9,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000889,https://images.pexels.com/photos/18030919/pexels-photo-18030919.jpeg,mauritania/hero/the-iron-ore-train-crossing-the-sahara-at-sunset-in-mauritania.avif,2,/tourism/mauritania.html,/tourism/index.html,"the provider calls it ""a man riding on a camel on the desert""",pexels,Ben Khatry,https://www.pexels.com/photo/a-man-riding-on-a-camel-on-the-desert-18030919/
363,"W5 commission, remainder",SIGNATURE,pexels:16815582,4,no price attached,52%,P1,south-sudan,,hero,"Mundari herders among long-horned cattle in dung smoke at dawn, South Sudan",4/3 and 16/9,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000890,https://images.pexels.com/photos/16815582/pexels-photo-16815582.jpeg,south-sudan/hero/mundari-herders-among-long-horned-cattle-in-dung-smoke-at-dawn-south-s.avif,2,/tourism/south-sudan.html,/tourism/index.html,"relevance 2.5; the provider calls it ""closeup of a herd of cows walking on a dirt road""",pexels,mg shotz,https://www.pexels.com/photo/closeup-of-a-herd-of-cows-walking-on-a-dirt-road-16815582/
364,"W5 commission, remainder",SIGNATURE,pexels:12517510,4,no price attached,48%,P1,somalia,,hero,"an empty white sand beach on the Somali Indian Ocean coast, Somalia",4/3 and 16/9,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000891,https://images.pexels.com/photos/12517510/pexels-photo-12517510.jpeg,somalia/hero/an-empty-white-sand-beach-on-the-somali-indian-ocean-coast-somalia.avif,2,/tourism/somalia.html,/tourism/index.html,"the provider calls it ""calm water in the sea""",pexels,Atlantic Ambience,https://www.pexels.com/photo/calm-water-in-the-sea-12517510/
365,"W5 commission, remainder",SIGNATURE,pexels:8890586,4,no price attached,46%,P1,libya,,hero,"the colonnaded forum and basilica of Leptis Magna, Libya",4/3 and 16/9,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000892,https://images.pexels.com/photos/8890586/pexels-photo-8890586.jpeg,libya/hero/the-colonnaded-forum-and-basilica-of-leptis-magna-libya.avif,2,/tourism/libya.html,/tourism/index.html,"relevance 2.0; the provider calls it ""arch of trajan timgad ancient thamugadi near batna a""",pexels,Djamel Ramdani,https://www.pexels.com/photo/arch-of-trajan-timgad-ancient-thamugadi-near-batna-algeria-8890586/
366,"W5 commission, remainder",SIGNATURE,unsplash:W39f1D5hKes,4,no price attached,41%,P1,nigeria,,hero,"the Lagos skyline across the lagoon at dusk, Nigeria",4/3 and 16/9,2400,commission an original photograph from an African photographer,commission,D — a commissioned shoot. The most expensive route and the only one that produces something nobody else has.,AKL-000893,https://images.unsplash.com/photo-1708674282655-3637d492dc74,nigeria/hero/the-lagos-skyline-across-the-lagoon-at-dusk-nigeria.avif,2,/tourism/nigeria.html,/tourism/index.html,"the provider calls it ""an aerial view of a stadium with a bus on the road""",unsplash,Vitalis Nwenyi,https://unsplash.com/photos/an-aerial-view-of-a-stadium-with-a-bus-on-the-road-W39f1D5hKes
